age,marital,education,default,balance,housing,loan,contact,poutcome,y
54,married,unknown,no,386,no,yes,unknown,unknown,yes
56,married,tertiary,no,0,no,yes,unknown,unknown,yes
29,single,secondary,no,908,yes,no,unknown,unknown,yes
49,divorced,secondary,no,947,no,no,unknown,unknown,yes
24,married,secondary,no,867,yes,no,unknown,unknown,yes
53,married,secondary,no,3765,no,no,unknown,unknown,yes
40,married,secondary,no,1009,yes,yes,unknown,unknown,yes
38,divorced,unknown,no,6360,no,no,unknown,unknown,yes
36,married,tertiary,no,4145,no,no,unknown,unknown,yes
27,single,secondary,yes,-27,no,no,unknown,unknown,yes
25,single,primary,no,52,yes,no,unknown,unknown,yes
30,married,tertiary,no,526,yes,yes,unknown,unknown,yes
27,married,primary,no,-413,no,yes,unknown,unknown,yes
27,single,secondary,no,158,no,no,unknown,unknown,yes
33,married,secondary,no,114,no,yes,unknown,unknown,yes
36,married,primary,no,0,no,no,unknown,unknown,yes
29,single,primary,no,339,no,no,unknown,unknown,yes
44,married,secondary,no,1697,yes,no,unknown,unknown,yes
28,single,secondary,no,-127,yes,no,cellular,unknown,yes
49,married,primary,no,-157,yes,no,cellular,unknown,yes
55,married,secondary,no,49,yes,no,cellular,unknown,yes
51,married,secondary,no,216,no,no,cellular,unknown,yes
39,single,secondary,no,506,yes,no,cellular,unknown,yes
42,divorced,primary,no,213,yes,no,cellular,unknown,yes
59,married,tertiary,no,553,yes,no,cellular,unknown,yes
45,married,secondary,no,879,no,no,cellular,unknown,yes
46,married,secondary,no,926,no,no,cellular,unknown,yes
32,single,tertiary,no,2559,no,no,cellular,unknown,yes
45,divorced,secondary,no,-176,no,yes,cellular,unknown,yes
41,single,secondary,yes,1085,yes,yes,cellular,unknown,yes
47,single,secondary,no,-239,yes,yes,cellular,unknown,yes
32,single,secondary,no,212,no,no,cellular,unknown,yes
25,single,secondary,no,0,no,yes,cellular,unknown,yes
28,single,unknown,no,2736,no,no,cellular,unknown,yes
25,single,secondary,no,102,no,yes,cellular,unknown,yes
45,divorced,tertiary,no,854,no,yes,cellular,unknown,yes
36,married,secondary,no,30,no,yes,cellular,unknown,yes
26,single,secondary,yes,81,no,yes,cellular,unknown,yes
31,married,secondary,no,152,yes,yes,cellular,unknown,yes
38,married,secondary,no,0,no,no,cellular,unknown,yes
56,single,secondary,no,663,no,yes,cellular,unknown,yes
26,married,secondary,no,370,no,yes,cellular,unknown,yes
26,single,secondary,no,111,no,no,cellular,unknown,yes
40,married,primary,no,665,yes,no,cellular,unknown,yes
49,married,secondary,no,0,no,yes,cellular,unknown,yes
29,divorced,tertiary,yes,0,no,yes,cellular,unknown,yes
35,divorced,tertiary,no,6997,yes,no,cellular,unknown,yes
38,married,tertiary,yes,327,yes,yes,cellular,unknown,yes
26,married,secondary,no,-119,no,yes,cellular,unknown,yes
32,married,tertiary,no,794,yes,yes,cellular,unknown,yes
33,married,primary,no,-191,yes,yes,cellular,unknown,yes
31,single,tertiary,no,409,no,yes,cellular,unknown,yes
27,single,primary,no,9,no,yes,cellular,unknown,yes
30,single,secondary,no,155,yes,yes,cellular,unknown,yes
35,married,secondary,no,1330,no,no,cellular,unknown,yes
30,married,secondary,no,167,yes,no,cellular,unknown,yes
45,married,unknown,no,3133,yes,yes,cellular,unknown,yes
59,married,secondary,no,0,yes,no,cellular,unknown,yes
28,single,secondary,no,-170,no,yes,cellular,unknown,yes
29,married,secondary,no,8,yes,yes,cellular,unknown,yes
47,married,secondary,no,367,yes,no,cellular,unknown,yes
57,divorced,secondary,no,658,no,no,cellular,unknown,yes
38,married,tertiary,no,1722,yes,no,cellular,unknown,yes
25,single,primary,no,2483,no,no,cellular,unknown,yes
30,married,secondary,no,0,yes,yes,cellular,unknown,yes
26,single,tertiary,no,45,no,no,cellular,unknown,yes
32,married,secondary,no,514,yes,no,cellular,unknown,yes
35,single,primary,no,167,no,yes,cellular,unknown,yes
60,divorced,secondary,no,1099,no,no,cellular,unknown,yes
60,married,tertiary,no,2222,yes,no,cellular,unknown,yes
29,single,tertiary,no,983,yes,no,cellular,unknown,yes
55,divorced,secondary,no,204,yes,no,cellular,unknown,yes
33,single,unknown,no,1534,yes,no,cellular,unknown,yes
44,married,secondary,no,1074,yes,no,cellular,unknown,yes
47,married,secondary,no,3466,yes,no,cellular,unknown,yes
43,married,tertiary,no,0,no,no,cellular,unknown,yes
50,married,secondary,no,156,no,yes,cellular,unknown,yes
51,divorced,secondary,no,242,no,yes,cellular,unknown,yes
59,married,tertiary,no,296,no,yes,cellular,unknown,yes
30,married,primary,no,2686,yes,no,cellular,unknown,yes
34,single,primary,no,-109,yes,no,cellular,unknown,yes
60,married,secondary,no,597,no,no,cellular,unknown,yes
32,divorced,tertiary,no,222,no,yes,cellular,unknown,yes
37,divorced,tertiary,no,1775,no,no,cellular,unknown,yes
30,single,primary,no,0,no,no,cellular,unknown,yes
41,divorced,primary,no,664,no,yes,cellular,unknown,yes
34,single,secondary,no,855,yes,no,cellular,unknown,yes
27,single,tertiary,no,151,yes,no,cellular,unknown,yes
44,married,primary,no,1265,yes,no,cellular,unknown,yes
39,married,tertiary,no,597,no,no,cellular,unknown,yes
36,married,secondary,no,324,yes,yes,cellular,unknown,yes
31,divorced,tertiary,no,256,yes,no,cellular,unknown,yes
56,married,primary,no,0,yes,no,cellular,unknown,yes
32,married,secondary,no,1905,yes,no,cellular,unknown,yes
30,single,secondary,no,-36,no,no,cellular,unknown,yes
50,married,secondary,no,1165,no,no,cellular,unknown,yes
40,married,secondary,no,-357,yes,no,cellular,unknown,yes
26,married,secondary,no,-11,yes,yes,cellular,unknown,yes
35,married,primary,no,113,yes,no,cellular,unknown,yes
32,single,secondary,no,118,yes,no,cellular,unknown,yes
39,married,secondary,no,251,yes,no,cellular,unknown,yes
31,divorced,secondary,no,-277,yes,no,telephone,unknown,yes
26,single,secondary,no,-189,no,yes,cellular,unknown,yes
42,married,tertiary,no,4,yes,no,cellular,unknown,yes
27,single,secondary,no,1820,yes,no,cellular,unknown,yes
51,married,primary,no,201,yes,no,cellular,unknown,yes
29,married,tertiary,no,51,yes,no,cellular,unknown,yes
42,divorced,primary,no,301,yes,no,cellular,unknown,yes
31,divorced,tertiary,no,294,yes,no,cellular,unknown,yes
40,divorced,secondary,no,2998,yes,no,cellular,unknown,yes
54,single,tertiary,no,467,yes,no,cellular,unknown,yes
46,divorced,primary,no,2084,yes,no,cellular,unknown,yes
30,single,tertiary,no,502,no,yes,cellular,unknown,yes
30,divorced,primary,no,459,yes,no,cellular,unknown,yes
32,divorced,secondary,no,454,yes,no,cellular,unknown,yes
56,divorced,secondary,no,179,no,no,cellular,unknown,yes
31,married,secondary,yes,-367,yes,no,cellular,unknown,yes
33,married,secondary,no,89,yes,no,cellular,unknown,yes
30,single,secondary,no,183,yes,no,cellular,unknown,yes
41,divorced,primary,no,138,yes,no,cellular,unknown,yes
31,single,secondary,no,622,no,no,cellular,unknown,yes
30,divorced,secondary,no,10,yes,no,cellular,unknown,yes
51,divorced,secondary,no,9228,no,no,cellular,unknown,yes
43,married,secondary,no,104,yes,no,cellular,unknown,yes
33,single,tertiary,no,1393,yes,no,cellular,unknown,yes
32,divorced,secondary,no,-46,no,yes,cellular,unknown,yes
31,divorced,secondary,no,0,yes,yes,cellular,unknown,yes
35,single,tertiary,no,145,yes,no,cellular,unknown,yes
32,single,tertiary,no,2551,yes,no,cellular,unknown,yes
25,single,secondary,no,2311,no,yes,cellular,unknown,yes
56,divorced,tertiary,no,158,no,yes,cellular,unknown,yes
31,married,primary,no,-537,yes,yes,cellular,unknown,yes
29,single,secondary,no,-20,no,yes,cellular,unknown,yes
32,married,primary,no,228,yes,no,cellular,unknown,yes
51,married,tertiary,no,2455,yes,no,cellular,unknown,yes
40,married,primary,no,0,yes,no,cellular,unknown,yes
58,married,unknown,no,9004,no,no,cellular,unknown,yes
42,married,unknown,no,970,yes,no,telephone,unknown,yes
26,single,secondary,no,223,no,yes,cellular,unknown,yes
35,single,tertiary,no,-324,no,yes,cellular,unknown,yes
34,single,secondary,no,-30,no,no,cellular,unknown,yes
44,married,primary,no,4758,yes,no,cellular,unknown,yes
47,married,secondary,no,290,yes,no,cellular,unknown,yes
33,single,tertiary,no,30,yes,no,cellular,unknown,yes
36,divorced,tertiary,no,81,no,yes,cellular,unknown,yes
38,married,secondary,no,0,yes,no,cellular,unknown,yes
35,married,tertiary,no,328,yes,no,cellular,unknown,yes
41,single,tertiary,no,145,no,no,cellular,unknown,yes
41,divorced,unknown,no,465,yes,no,cellular,unknown,yes
28,married,secondary,no,751,yes,no,cellular,unknown,yes
26,married,secondary,no,-379,yes,yes,cellular,unknown,yes
25,married,unknown,no,349,yes,no,cellular,unknown,yes
37,married,secondary,no,1110,yes,no,telephone,unknown,yes
27,married,secondary,no,0,yes,no,cellular,unknown,yes
42,divorced,secondary,no,283,yes,no,cellular,unknown,yes
32,married,secondary,no,476,yes,no,cellular,unknown,yes
47,single,secondary,no,1101,yes,no,cellular,unknown,yes
50,married,tertiary,no,-168,yes,no,cellular,unknown,yes
32,single,secondary,no,799,no,yes,cellular,unknown,yes
28,single,secondary,no,153,no,no,cellular,unknown,yes
45,married,secondary,no,524,yes,no,cellular,unknown,yes
36,married,secondary,no,212,yes,yes,cellular,unknown,yes
38,married,tertiary,no,0,no,no,cellular,unknown,yes
40,married,secondary,no,471,yes,no,cellular,unknown,yes
55,divorced,secondary,no,-268,no,yes,cellular,unknown,yes
28,single,secondary,no,2,yes,no,cellular,unknown,yes
41,married,secondary,yes,720,no,yes,cellular,unknown,yes
33,divorced,tertiary,no,990,yes,no,cellular,unknown,yes
25,single,secondary,no,1747,yes,no,cellular,unknown,yes
45,divorced,secondary,no,59,yes,no,cellular,unknown,yes
25,single,secondary,no,4718,no,no,cellular,unknown,yes
28,single,secondary,no,340,yes,no,cellular,unknown,yes
54,married,secondary,no,1371,no,no,telephone,unknown,yes
27,single,tertiary,no,372,yes,yes,cellular,unknown,yes
49,single,primary,no,566,yes,no,cellular,unknown,yes
26,single,secondary,no,941,no,yes,cellular,unknown,yes
34,single,secondary,no,1759,no,yes,cellular,unknown,yes
35,divorced,tertiary,no,1723,yes,no,cellular,unknown,yes
51,married,primary,no,1495,no,no,telephone,unknown,yes
39,married,secondary,no,1444,no,no,telephone,unknown,yes
42,single,primary,no,1628,yes,no,cellular,unknown,yes
54,married,secondary,no,1134,yes,no,cellular,unknown,yes
51,married,primary,no,0,yes,yes,cellular,unknown,yes
37,single,secondary,no,5024,no,yes,cellular,unknown,yes
45,divorced,tertiary,no,1506,no,no,cellular,unknown,yes
31,married,tertiary,no,0,yes,yes,cellular,unknown,yes
48,married,secondary,no,513,no,yes,cellular,unknown,yes
43,married,secondary,no,-236,yes,no,cellular,unknown,yes
49,divorced,secondary,no,0,no,no,cellular,unknown,yes
48,married,secondary,no,0,no,yes,cellular,unknown,yes
40,married,secondary,no,473,yes,no,cellular,unknown,yes
40,single,tertiary,no,1616,no,no,telephone,unknown,yes
38,divorced,secondary,no,1817,yes,no,cellular,unknown,yes
54,married,secondary,no,1938,no,yes,cellular,unknown,yes
50,single,secondary,no,133,no,no,cellular,unknown,yes
27,single,secondary,no,192,no,no,telephone,unknown,yes
41,married,unknown,no,1538,no,no,cellular,unknown,yes
51,divorced,primary,no,5,no,no,cellular,unknown,yes
33,married,secondary,no,0,no,no,cellular,unknown,yes
60,married,primary,no,362,no,yes,cellular,unknown,yes
41,married,secondary,no,-190,no,yes,cellular,unknown,yes
46,married,secondary,no,659,yes,no,telephone,unknown,yes
36,married,secondary,no,0,no,no,cellular,unknown,yes
58,divorced,secondary,no,3161,no,no,telephone,unknown,yes
44,single,primary,yes,-4,no,yes,cellular,unknown,yes
55,married,tertiary,no,-375,no,no,cellular,unknown,yes
52,married,primary,no,959,no,no,telephone,unknown,yes
41,married,unknown,yes,-1,no,yes,cellular,unknown,yes
41,divorced,primary,no,0,no,no,cellular,unknown,yes
35,married,tertiary,no,-468,yes,no,cellular,unknown,yes
27,single,tertiary,no,1,yes,no,cellular,unknown,yes
27,single,secondary,no,489,yes,no,cellular,unknown,yes
35,divorced,primary,no,1792,yes,no,cellular,unknown,yes
30,married,secondary,no,48,yes,no,cellular,unknown,yes
53,married,primary,no,252,no,no,cellular,unknown,yes
40,married,secondary,no,1954,no,no,cellular,unknown,yes
51,married,tertiary,no,5350,yes,yes,cellular,unknown,yes
49,divorced,tertiary,no,755,no,no,cellular,unknown,yes
48,married,primary,no,3644,yes,yes,telephone,unknown,yes
40,married,secondary,no,341,no,no,cellular,unknown,yes
58,married,primary,no,1183,no,no,cellular,unknown,yes
38,married,secondary,no,1919,no,no,cellular,unknown,yes
51,divorced,tertiary,no,1613,no,no,cellular,unknown,yes
55,married,secondary,no,0,no,no,cellular,unknown,yes
43,married,tertiary,no,0,no,no,cellular,unknown,yes
60,divorced,secondary,no,0,no,no,cellular,unknown,yes
57,married,secondary,no,466,no,no,cellular,unknown,yes
41,married,tertiary,no,515,no,no,cellular,unknown,yes
53,married,secondary,no,-8,no,no,cellular,unknown,yes
59,married,primary,no,1634,yes,yes,cellular,unknown,yes
59,married,primary,no,100,no,no,cellular,unknown,yes
58,married,unknown,no,1547,no,no,telephone,unknown,yes
59,married,primary,no,3400,yes,no,cellular,unknown,yes
33,divorced,tertiary,no,2885,no,no,cellular,unknown,yes
52,married,secondary,no,1000,no,no,cellular,unknown,yes
55,married,tertiary,no,169,no,yes,cellular,unknown,yes
49,married,tertiary,no,3726,no,no,cellular,unknown,yes
39,married,tertiary,no,1836,no,no,cellular,unknown,yes
34,single,tertiary,no,681,no,no,cellular,unknown,yes
43,single,tertiary,no,1304,no,no,cellular,unknown,yes
35,divorced,tertiary,no,146,no,no,cellular,unknown,yes
36,divorced,tertiary,yes,36,no,no,cellular,unknown,yes
45,divorced,tertiary,no,1,no,no,cellular,unknown,yes
34,married,secondary,no,182,no,no,cellular,unknown,yes
40,divorced,secondary,no,311,no,no,cellular,unknown,yes
32,married,secondary,no,560,no,no,cellular,unknown,yes
33,single,secondary,no,3059,no,yes,cellular,unknown,yes
46,married,primary,no,874,no,no,cellular,unknown,yes
51,married,primary,no,7098,no,no,cellular,unknown,yes
39,single,secondary,no,1104,no,no,cellular,unknown,yes
47,married,secondary,no,3070,no,no,cellular,unknown,yes
40,divorced,secondary,no,0,no,no,cellular,unknown,yes
50,married,primary,no,4108,yes,no,cellular,unknown,yes
60,married,tertiary,no,0,no,no,cellular,unknown,yes
32,single,tertiary,no,4291,no,no,cellular,unknown,yes
57,married,tertiary,no,6822,no,no,cellular,unknown,yes
41,married,tertiary,no,231,no,no,cellular,unknown,yes
50,married,secondary,no,3176,no,no,cellular,unknown,yes
46,divorced,secondary,no,-824,yes,no,cellular,unknown,yes
36,single,secondary,no,651,no,no,cellular,unknown,yes
45,divorced,secondary,no,2657,no,no,cellular,unknown,yes
41,married,tertiary,no,1517,no,no,cellular,unknown,yes
37,single,secondary,no,980,no,no,cellular,unknown,yes
47,married,secondary,no,405,no,yes,cellular,unknown,yes
33,married,tertiary,no,1047,no,no,cellular,unknown,yes
44,single,secondary,no,7138,no,no,cellular,unknown,yes
31,single,tertiary,no,165,no,yes,cellular,unknown,yes
31,single,tertiary,no,37,no,no,cellular,unknown,yes
49,married,secondary,no,823,no,no,cellular,unknown,yes
31,married,tertiary,no,120,no,no,cellular,unknown,yes
32,single,secondary,no,483,no,no,cellular,unknown,yes
39,married,tertiary,no,1795,no,no,cellular,unknown,yes
46,married,tertiary,no,4,no,no,cellular,unknown,yes
46,divorced,tertiary,no,1297,no,no,cellular,unknown,yes
48,married,primary,no,476,no,no,cellular,unknown,yes
30,married,tertiary,no,131,yes,no,cellular,unknown,yes
33,single,tertiary,no,1120,no,no,cellular,unknown,yes
35,married,tertiary,no,43,no,no,cellular,unknown,yes
53,married,tertiary,no,0,no,no,cellular,unknown,yes
39,married,secondary,no,215,no,no,cellular,unknown,yes
41,married,secondary,no,456,yes,no,cellular,unknown,yes
32,single,secondary,no,2018,no,no,cellular,unknown,yes
31,married,secondary,no,0,no,no,cellular,unknown,yes
37,single,secondary,no,4,no,no,cellular,unknown,yes
51,married,primary,no,541,no,no,cellular,unknown,yes
41,married,tertiary,no,0,no,no,cellular,unknown,yes
35,single,secondary,no,354,no,no,cellular,unknown,yes
48,married,primary,no,719,no,yes,cellular,unknown,yes
46,married,secondary,no,2551,no,no,cellular,unknown,yes
60,married,secondary,no,2722,no,no,cellular,unknown,yes
39,married,secondary,no,1880,no,no,cellular,unknown,yes
32,divorced,tertiary,no,874,no,no,cellular,unknown,yes
36,divorced,secondary,no,871,no,no,cellular,unknown,yes
57,divorced,tertiary,no,8897,yes,no,cellular,unknown,yes
38,single,tertiary,no,508,yes,yes,cellular,unknown,yes
49,married,primary,no,128,no,no,cellular,unknown,yes
49,married,secondary,no,553,no,no,cellular,unknown,yes
31,single,tertiary,no,1858,no,no,cellular,unknown,yes
34,married,tertiary,no,520,yes,no,cellular,unknown,yes
39,married,tertiary,no,271,yes,no,cellular,unknown,yes
33,single,tertiary,no,87,no,no,cellular,unknown,yes
37,single,secondary,no,3665,no,no,cellular,unknown,yes
44,single,secondary,no,244,yes,no,cellular,unknown,yes
30,single,tertiary,no,4210,no,no,cellular,unknown,yes
40,married,secondary,no,42,no,no,cellular,unknown,yes
54,married,primary,no,309,no,no,cellular,unknown,yes
35,married,secondary,no,-180,no,yes,cellular,unknown,yes
32,single,tertiary,no,34646,no,no,telephone,unknown,yes
58,married,primary,no,4158,no,no,cellular,unknown,yes
37,married,tertiary,no,4436,no,no,cellular,unknown,yes
58,married,tertiary,no,0,no,no,cellular,unknown,yes
31,married,tertiary,no,156,no,no,cellular,unknown,yes
40,married,tertiary,no,66,no,no,cellular,unknown,yes
48,divorced,secondary,no,362,no,no,cellular,unknown,yes
33,married,tertiary,no,191,no,no,cellular,unknown,yes
37,single,tertiary,no,455,yes,no,cellular,unknown,yes
34,single,tertiary,no,6529,no,no,cellular,unknown,yes
32,single,tertiary,no,20,no,no,cellular,unknown,yes
50,single,tertiary,no,1200,no,no,cellular,unknown,yes
32,single,secondary,no,1732,yes,no,cellular,unknown,yes
46,married,secondary,no,456,no,yes,cellular,unknown,yes
45,single,tertiary,no,0,no,no,cellular,unknown,yes
52,married,tertiary,no,576,no,no,cellular,unknown,yes
60,married,primary,no,493,no,no,cellular,unknown,yes
47,married,tertiary,no,682,no,no,cellular,unknown,yes
32,single,secondary,no,0,no,no,cellular,unknown,yes
47,married,secondary,no,1219,no,no,cellular,unknown,yes
30,single,tertiary,no,1541,no,no,cellular,unknown,yes
54,married,secondary,no,548,no,no,cellular,unknown,yes
37,single,secondary,no,1435,no,no,cellular,unknown,yes
38,single,secondary,no,3278,no,no,cellular,unknown,yes
49,married,secondary,no,412,no,no,cellular,unknown,yes
43,single,tertiary,no,483,no,no,cellular,unknown,yes
52,married,tertiary,no,7135,no,no,cellular,unknown,yes
47,married,tertiary,no,600,no,no,cellular,unknown,yes
53,married,tertiary,no,15,no,no,cellular,unknown,yes
40,single,tertiary,no,27,no,no,cellular,unknown,yes
31,married,tertiary,no,792,no,no,cellular,unknown,yes
53,married,tertiary,no,988,no,no,cellular,unknown,yes
60,married,tertiary,no,1614,no,no,cellular,unknown,yes
33,single,secondary,no,163,yes,no,cellular,unknown,yes
37,married,tertiary,no,247,no,no,cellular,unknown,yes
45,married,secondary,no,236,no,no,cellular,unknown,yes
34,single,secondary,no,666,no,no,cellular,unknown,yes
32,single,tertiary,no,46,no,no,cellular,unknown,yes
30,single,tertiary,no,-477,no,yes,cellular,unknown,yes
34,single,tertiary,no,462,no,no,cellular,unknown,yes
41,married,secondary,no,965,no,no,cellular,unknown,yes
33,married,tertiary,no,4570,no,no,cellular,unknown,yes
46,married,secondary,no,273,no,no,cellular,unknown,yes
59,married,secondary,no,1575,yes,no,cellular,unknown,yes
32,divorced,tertiary,no,53,no,no,cellular,unknown,yes
57,married,primary,no,3518,yes,no,cellular,unknown,yes
48,single,tertiary,no,830,no,no,cellular,unknown,yes
33,married,primary,no,2054,no,no,cellular,unknown,yes
58,married,primary,no,5188,yes,no,cellular,unknown,yes
32,single,tertiary,no,1882,no,no,cellular,unknown,yes
44,married,tertiary,no,792,no,no,cellular,unknown,yes
47,married,unknown,yes,162,no,no,cellular,unknown,yes
51,married,tertiary,no,746,no,no,cellular,unknown,yes
32,single,tertiary,no,2536,yes,no,cellular,unknown,yes
60,married,unknown,no,17297,no,no,cellular,unknown,yes
46,married,secondary,no,22,no,no,cellular,unknown,yes
41,married,tertiary,no,231,no,no,cellular,unknown,yes
52,single,tertiary,no,83,no,no,cellular,unknown,yes
34,single,secondary,no,296,no,no,cellular,unknown,yes
55,married,unknown,no,2944,no,no,cellular,unknown,yes
35,single,secondary,no,344,no,no,cellular,unknown,yes
30,married,tertiary,no,569,no,no,cellular,unknown,yes
44,married,tertiary,no,1138,no,no,cellular,unknown,yes
33,single,tertiary,no,2637,no,no,cellular,unknown,yes
34,married,tertiary,no,0,no,no,cellular,unknown,yes
36,married,secondary,no,2473,no,no,cellular,unknown,yes
34,married,secondary,no,1,no,no,cellular,unknown,yes
53,married,primary,no,5603,no,no,cellular,unknown,yes
39,married,tertiary,no,-17,yes,yes,cellular,unknown,yes
46,divorced,secondary,no,-90,no,yes,telephone,unknown,yes
30,married,tertiary,no,1785,no,no,unknown,unknown,yes
36,single,tertiary,no,-103,yes,yes,telephone,unknown,yes
43,married,tertiary,no,1258,no,no,unknown,unknown,yes
30,married,secondary,no,1664,yes,no,telephone,unknown,yes
32,married,secondary,no,8749,yes,yes,unknown,unknown,yes
42,single,secondary,no,-247,yes,yes,telephone,other,yes
45,married,secondary,no,1144,yes,no,unknown,unknown,yes
28,single,secondary,no,2351,no,no,telephone,unknown,yes
32,single,tertiary,no,5514,no,no,telephone,unknown,yes
36,married,tertiary,no,0,yes,no,telephone,failure,yes
40,divorced,tertiary,no,568,yes,no,unknown,unknown,yes
49,married,secondary,no,10250,yes,no,telephone,unknown,yes
58,divorced,secondary,no,1947,no,no,telephone,unknown,yes
37,married,secondary,no,1967,no,no,telephone,unknown,yes
39,married,secondary,no,1757,no,no,telephone,unknown,yes
57,married,secondary,no,7554,no,no,telephone,unknown,yes
38,married,tertiary,no,385,yes,no,telephone,unknown,yes
43,married,secondary,no,107,yes,yes,telephone,unknown,yes
34,married,secondary,no,1012,yes,yes,telephone,unknown,yes
35,divorced,tertiary,no,0,yes,no,telephone,unknown,yes
42,divorced,secondary,no,314,yes,no,unknown,unknown,yes
43,married,secondary,no,860,no,no,telephone,unknown,yes
34,married,secondary,no,0,yes,no,unknown,unknown,yes
39,married,secondary,no,1307,yes,no,telephone,unknown,yes
58,divorced,tertiary,no,3237,no,no,telephone,unknown,yes
50,divorced,secondary,no,237,no,yes,telephone,unknown,yes
31,married,tertiary,no,1331,no,no,unknown,unknown,yes
37,married,secondary,no,1970,yes,no,telephone,unknown,yes
44,married,secondary,no,706,no,no,unknown,unknown,yes
59,divorced,secondary,no,1026,no,no,unknown,unknown,yes
30,single,tertiary,no,12857,yes,no,cellular,unknown,yes
29,single,tertiary,no,572,yes,no,telephone,unknown,yes
43,married,secondary,no,2271,no,no,telephone,unknown,yes
34,married,tertiary,no,899,yes,no,unknown,failure,yes
31,single,secondary,no,0,no,no,telephone,unknown,yes
49,married,secondary,no,3608,yes,no,unknown,unknown,yes
35,single,secondary,no,127,yes,no,telephone,unknown,yes
32,married,secondary,no,2089,yes,no,cellular,unknown,yes
57,married,unknown,no,3585,no,no,telephone,unknown,yes
58,married,tertiary,no,4152,yes,no,telephone,unknown,yes
37,married,secondary,no,5447,yes,yes,cellular,unknown,yes
44,divorced,secondary,no,275,no,no,cellular,unknown,yes
41,married,primary,no,5310,yes,no,cellular,unknown,yes
55,married,secondary,no,1504,yes,yes,cellular,unknown,yes
59,married,tertiary,no,1783,no,yes,cellular,unknown,yes
41,married,secondary,yes,0,yes,no,cellular,unknown,yes
32,single,unknown,no,2378,no,no,cellular,unknown,yes
31,single,tertiary,no,761,no,no,telephone,unknown,yes
35,married,secondary,no,4508,yes,no,cellular,unknown,yes
37,divorced,tertiary,no,66,no,no,cellular,unknown,yes
48,married,tertiary,no,2266,no,no,cellular,unknown,yes
39,single,secondary,no,4646,yes,no,cellular,unknown,yes
34,single,secondary,no,2729,yes,no,cellular,unknown,yes
49,married,primary,no,6188,no,no,cellular,unknown,yes
41,married,tertiary,no,0,yes,no,cellular,unknown,yes
39,married,secondary,no,11887,no,no,cellular,unknown,yes
58,divorced,tertiary,no,5037,yes,no,cellular,unknown,yes
35,married,secondary,no,1055,no,no,unknown,unknown,yes
51,married,primary,no,538,no,no,cellular,unknown,yes
46,single,secondary,no,874,no,no,cellular,unknown,yes
30,single,tertiary,no,5561,yes,no,cellular,unknown,yes
35,divorced,tertiary,no,859,yes,yes,cellular,unknown,yes
32,married,primary,no,3136,yes,no,cellular,unknown,yes
30,single,primary,no,0,yes,yes,cellular,unknown,yes
47,married,unknown,no,4189,yes,no,cellular,unknown,yes
51,married,tertiary,no,580,no,no,cellular,unknown,yes
32,single,secondary,no,2615,no,no,cellular,unknown,yes
53,divorced,secondary,no,587,no,no,cellular,unknown,yes
33,single,tertiary,no,149,yes,no,cellular,other,yes
46,divorced,secondary,no,3354,yes,no,cellular,success,yes
32,single,tertiary,no,1249,yes,no,cellular,unknown,yes
32,single,tertiary,no,550,no,no,cellular,unknown,yes
30,married,secondary,no,12737,no,yes,cellular,unknown,yes
35,married,secondary,no,0,yes,no,cellular,unknown,yes
34,married,tertiary,no,1006,yes,no,cellular,other,yes
43,single,secondary,no,733,yes,no,cellular,unknown,yes
32,married,secondary,no,254,yes,no,cellular,unknown,yes
32,married,tertiary,no,4654,yes,yes,cellular,failure,yes
41,single,secondary,yes,-386,no,yes,cellular,unknown,yes
40,single,secondary,no,1547,yes,no,cellular,unknown,yes
47,married,secondary,no,4420,yes,yes,cellular,unknown,yes
35,divorced,tertiary,no,141,no,yes,cellular,unknown,yes
32,single,secondary,no,5806,yes,no,cellular,unknown,yes
46,married,tertiary,no,0,no,no,cellular,failure,yes
39,single,tertiary,no,7,yes,no,cellular,unknown,yes
43,married,secondary,no,699,yes,yes,cellular,other,yes
53,married,primary,no,421,yes,no,cellular,unknown,yes
54,divorced,secondary,no,300,yes,no,cellular,unknown,yes
43,divorced,primary,no,3550,no,no,cellular,unknown,yes
38,married,tertiary,no,1110,yes,no,cellular,failure,yes
32,married,secondary,no,983,yes,no,cellular,failure,yes
59,divorced,secondary,no,2396,no,no,cellular,unknown,yes
59,married,secondary,no,6888,no,no,telephone,unknown,yes
46,divorced,secondary,no,2087,no,no,cellular,unknown,yes
32,single,primary,no,121,yes,no,cellular,unknown,yes
52,single,tertiary,no,3469,yes,no,cellular,unknown,yes
52,married,secondary,no,7119,no,yes,telephone,unknown,yes
31,single,tertiary,no,13711,yes,no,cellular,unknown,yes
39,single,secondary,no,18508,no,no,cellular,unknown,yes
53,divorced,tertiary,no,2679,no,no,cellular,unknown,yes
35,married,secondary,no,5639,yes,no,cellular,unknown,yes
50,married,primary,no,12519,yes,no,cellular,failure,yes
36,married,tertiary,no,4069,no,no,cellular,unknown,yes
34,single,tertiary,no,4254,yes,no,cellular,unknown,yes
41,single,tertiary,no,1982,no,no,cellular,unknown,yes
30,single,secondary,no,4642,yes,no,cellular,unknown,yes
39,divorced,tertiary,no,1968,no,no,cellular,unknown,yes
50,married,secondary,no,4117,no,no,cellular,unknown,yes
31,married,tertiary,no,5,yes,yes,cellular,failure,yes
47,married,primary,no,324,no,no,cellular,unknown,yes
42,single,tertiary,yes,0,yes,no,cellular,unknown,yes
